employer_name,employer_address,employer_city,employer_state,employer_zip,employer_latitude,employer_longitude,is_primary,address_source,address_trust
FREDDY AVNI,,,,,,,True,,
FREDRIKSON & BYRON,200 S SIXTH ST STE 4000,MINNEAPOLIS,MN,55402,44.9769391,-93.2675981,True,ai,corroborated
FREE LIBRARY OF PHILADELPHIA,1901 VINE ST,PHILADELPHIA,PA,19103,39.9595913,-75.1710199,True,ai,corroborated
FREE MARKET,,,,,,,True,,
FREEDMAN & AREDDA,707 WILSHIRE BLVD #830,LOS ANGELES,CA,90017,34.0492822,-118.256963,True,ai,uncorroborated
FREEDMAN CONSULTING LLC,,,,,,,True,,
FREEDOM FOUNDATION,,,,,,,True,,
FREEDONIA GROUP,6116 EXECUTIVE BLVD #550,ROCKVILLE,MD,20852,39.051511,-77.123973,True,ai,grounded
FREEMAN PARTNERS,350 LEXINGTON AVE,NEW YORK,NY,10016,40.7500778,-73.9772272,True,ai,uncorroborated
FREEMANFIRM,,,,,,,True,,
FREEPOINT COMMODITIES,58 COMMERCE RD,STAMFORD,CT,06902,41.0468959,-73.5617519,True,manual,verified
FRENCH MANAGEMENT ENTERPRISES,,,,,,,True,,
FRENCH TRANSIT,,,,,,,True,,
FRESENIUS MEDICAL CARE,920 WINTER ST,WALTHAM,MA,02451,42.4104855,-71.2736072,True,ai,uncorroborated
FRESH BRANDING GROUP,225 LIBERTY ST,NEW YORK,NY,10281,40.712272,-74.0154361,True,ai,corroborated
FRESH MARKET,628 VINE ST,GREENSBORO,NC,27406,36.0931567,-79.7759502,True,ai,uncorroborated
FRESNO COUNTY,2220 TULARE ST,FRESNO,CA,93721,36.7356334,-119.7870708,True,ai,corroborated
FRICTION BRANDS,925 S BEDFORD ST UNIT 2,LOS ANGELES,CA,90035,34.0604937,-118.3803877,True,ai,grounded
FRICTION PARTNERS,45 MAIN ST STE 420,BROOKLYN,NY,11201,40.7044341,-73.9923845,True,ai,uncorroborated
FRIED FAMILY LLC,,,,,,,True,,
FRIEDKIN PROPERTY,44 MONTGOMERY ST STE 3700,SAN FRANCISCO,CA,94104,37.7896307,-122.4018876,True,ai,grounded
FRIEDLANDER GROUP,2500 WESTCHESTER AVE STE 400A,PURCHASE,NY,10577,41.038225,-73.710736,True,ai,grounded
FRIEDMAN ART DESIGN,,CARMICHAEL,CA,,,,True,manual,verified
FRIEDMAN BIONDI & JAMES,24010 VENTURA BLVD STE 200,CALABASAS,CA,91302,34.122556,-118.669821,True,ai,uncorroborated
FRIEDMAN CONSULTING,,,,,,,True,,
FRIEDMAN KAPLAN SEILER & ADELMAN LL,7 TIMES SQ 6TH FLOOR,NEW YORK,NY,10036,40.7555015,-73.9869028,True,ai,corroborated
FRIEDMAN LAW,,,,,,,True,,
FRIEDMAN LLP,1633 BROADWAY 46TH FLOOR,NEW YORK,NY,10019,40.762093,-73.9846559,True,ai,grounded
FRIEDMAN MEDICAL IMAGING ASSOCIATES,2301 W ROMNEYA DR STE 120,ANAHEIM,CA,92801,33.8508102,-117.924519,True,ai,corroborated
FRIEDMAN RE,,,,,,,True,,
FRIEDMAN REAL ESTATE,34975 W TWELVE MILE RD,FARMINGTON HILLS,MI,48331,42.502486,-83.408936,True,ai,grounded
FRIENDS OF ARMOND BUDISH,,,,,,,True,,
FRIENDS OF THE ISRAEL DEFENSE FORCE,1430 BROADWAY,NEW YORK,NY,10018,40.7541258,-73.9866979,True,ai,grounded
FRISCH,120 W CENTURY RD,PARAMUS,NJ,07652,40.9334824,-74.0788777,True,ai,corroborated
FRITZ ENTERPRISES INC,,,,,,,True,,
FRITZI REALTY,,,,,,,True,,
FROMM ELECTRIC,2311 TECHNOLOGY PKWY,WAUKESHA,WI,53186,43.022155,-88.204676,True,ai,uncorroborated
FRONT STREET COMMODITIES CORPORATION,1414 W 9TH ST STE 1300,LOS ANGELES,CA,90017,34.0438256,-118.2583778,True,ai,uncorroborated
FRONTLINE STRATEGIES,701 8TH ST SE STE 300,WASHINGTON,DC,20003,38.8811057,-76.9951644,True,ai,uncorroborated
FROSS ZELNICK,520 8TH AVE 20TH FLOOR,NEW YORK,NY,10018,40.7537655,-73.9920735,True,ai,corroborated
FROST BROWN TODD,400 W MARKET ST STE 3200,LOUISVILLE,KY,40202,38.2549259,-85.7571981,True,ai,grounded
FRY-WAGNER,1211 W PORT PLAZA DR STE 200,SAINT LOUIS,MO,63146,38.6996753,-90.4429084,True,ai,grounded
FRYDMAN LLC,,,,,,,True,,
FSC REALTY,,,,,,,True,,
FSG+J,,,,,,,True,,
FSNF LLC,,,,,,,True,,
FSPM LAW,,,,,,,True,,
FSW STATE COLLEGE,100 UNIVERSITY DR,STATE COLLEGE,PA,16801,40.792121,-77.839982,True,ai,uncorroborated
FTG ORTHO,,,,,,,True,,
FTI,1101 K ST NW STE 700,WASHINGTON,DC,20005,38.9028603,-77.0274147,True,ai,grounded
FTI CONSULTING,1990 K ST NW,WASHINGTON,DC,20006,38.9014817,-77.044723,True,ai,grounded
FTV,555 W 5TH ST STE 3100,LOS ANGELES,CA,90013,34.0500816,-118.2534063,True,ai,corroborated
FTV CAPITAL,4365 EXECUTIVE DR STE 1150,SAN DIEGO,CA,92121,32.874711,-117.211804,True,ai,uncorroborated
FUEL FREEDOM FOUNDATION,1001 G ST NW STE 800,WASHINGTON,DC,20001,38.8986676,-77.0263848,True,ai,uncorroborated
FULCRUM GROUP,11601 WILSHIRE BLVD STE 500,LOS ANGELES,CA,90025,34.0510414,-118.4599151,True,ai,uncorroborated
FULCRUM HOSPITALITY,1601 5TH AVE STE 1700,SEATTLE,WA,98101,47.6123814,-122.3375307,True,ai,uncorroborated
FULCRUM PROPERTY,1530 J ST STE 200,SACRAMENTO,CA,95814,38.5782655,-121.4861122,True,ai,grounded
FULLSTORY / GA TECH,701 5TH AVE SOUTH STE 201,SEATTLE,WA,98104,47.596546,-122.327807,True,ai,uncorroborated
FULTON CAPITAL,601 SKOKIE BLVD STE 204,NORTHBROOK,IL,60062,42.1407734,-87.79338,True,ai,grounded
FUNDAMENTAL ADVISORS LP,745 FIFTH AVE 25TH FLOOR,NEW YORK,NY,10151,40.763069934781,-73.973804229702,True,ai,grounded
FUNK FINANCIAL REVIEW SERVICES LLC,,,,,,,True,,
FURTHER DIGITAL,,,,,,,True,,
"FUTROVSKY, FORSTER & SCHERR",,,,,,,True,,
FUTURE BEAUTY BRANDS,3601 SW 29TH AVE STE 200,MIAMI,FL,33133,25.7400189,-80.2402942,True,ai,uncorroborated
FUTURE OF PRIVACY FORUM,5100 WISCONSIN AVE NW STE 305,WASHINGTON,DC,20016,38.956303,-77.0838978,True,ai,corroborated
FUZZBUSTER,,,,,,,True,,
FWL PROPERTIES LLC,,,,,,,True,,
G SQUARED ADVISORY,,,,,,,True,,
G&B REAL ESTATE ADVISORS,,,,,,,True,,
G&S TECHNOLOGIES,200 BALLARDVALE ST,WILMINGTON,MA,01887,42.587431,-71.1580281,True,ai,uncorroborated
G-BAR,,,,,,,True,,
G-S SURGICAL ASSOCIATES PC,1601 E HOEHNE AVE,GREELEY,CO,80631,40.444516,-104.679555,True,ai,uncorroborated
G-W PROCESS OPTIMIZATION INC,,,,,,,True,,
G.A. SYSTEMS INC,2395 E CAMELBACK RD STE 750,PHOENIX,AZ,85016,33.5092401,-112.0304628,True,ai,uncorroborated
G2 GAMING,1 E ERIE ST STE 525,CHICAGO,IL,60611,41.894016847861,-87.628057278137,True,ai,grounded
G2 REVERSE LOGISTICS,103 GAMMA DR #120,PITTSBURGH,PA,15238,40.495584060685,-79.872160291477,True,ai,grounded
G2T3V LLC,,,,,,,True,,
GA GROUP,,,,,,,True,,
GADI BEER DESIGNS,,,,,,,True,,
GAFCON INC,100 PINE ST STE 1550,SAN FRANCISCO,CA,94111,37.792607,-122.3990001,True,ai,corroborated
GAIL PERL 2020 IRREVOCABLE GS TRUST,,,,,,,True,,
GAINSIGHT,5 3RD ST 2ND FLOOR,SAN FRANCISCO,CA,94103,37.7875124,-122.4032534,True,ai,grounded
GAL VENTURES,,,,,,,True,,
GALANTI GROUP,,,,,,,True,,
GALAXY DESSERTS,,,,,,,True,,
GALE PARTNERS,200 CLARENDON ST,BOSTON,MA,02116,42.3491677,-71.075124,True,ai,uncorroborated
GALIUM CAPITAL LLC,3323 NE 163RD ST STE 508,NORTH MIAMI BEACH,FL,33160,25.9285495,-80.1368421,True,ai,grounded
GALLAGHER BASSETT SERVICES,2850 S PARKER RD STE 400,AURORA,CO,80014,39.6649621,-104.8595751,True,ai,uncorroborated
GALLARDO LEVIN,,,,,,,True,,
GALLATIN POINT CAPITAL,660 STEAMBOAT RD FIRST FLOOR,GREENWICH,CT,06830,41.014226887222,-73.622409842305,True,ai,grounded
GALLATIN PROPERTY HOLDINGS,,LOS ANGELES,CA,90001,,,True,manual,verified
GALLINAR PLANNING & DEVELOPMENT,,,,,,,True,,
GALLIUM REAL ESTATE,,,,,,,True,,
GALLO VITUCCI KLAR LLP,711 THIRD AVE STE 500,NEW YORK,NY,10017,40.752615886044,-73.973016388999,True,ai,grounded
GALPIN MOTORS,15501 ROSCOE BLVD,PACOIMA,CA,91331,34.255294,-118.419703,True,ai,corroborated
GAMEKEEPERS RESTAURANT,18785 SW BOONES FERRY RD,TUALATIN,OR,97062,45.384367,-122.7636851,True,ai,uncorroborated
GAMESTOP,625 WESTPORT PKWY,GRAPEVINE,TX,76051,32.904102,-97.0957291,True,ai,corroborated
GAMORAN LEGAL CONSULTING,,,,,,,True,,
GAMUT PSYCHOTHERAPEUTICS,2150 SHATTUCK AVE STE 900,BERKELEY,CA,94704,37.870027,-122.2684957,True,ai,uncorroborated
GANELES AND ASSOCIATES,,,,,,,True,,
GANOT CAPITAL LLC,,,,,,,True,,
GANSAVELT INC,599 LEXINGTON AVE 40TH FLOOR,NEW YORK,NY,10022,40.7578542,-73.9707227,True,ai,corroborated
GANTRY,154 GRAND ST,BROOKLYN,NY,11211,40.7145985,-73.9617562,True,ai,corroborated
GARD BUSINESS GROUP,,,,,,,True,,
GARDEN FRESH MARKET,400 TOWNLINE RD,MUNDELEIN,IL,60060,42.2414159,-87.9959075,True,ai,grounded
GARDEN HI=OMES,,,,,,,True,,
GARDEN HOMES/WILF LAW FIRM,,,,,,,True,,
GARDNER CARTON & DOUGLAS,191 N WACKER DR,CHICAGO,IL,60606,41.8853347,-87.6364826,True,ai,corroborated
GARDNER WALLACE,,,,,,,True,,
GARDNER WHITE,5625 EXECUTIVE DR,WARREN,MI,48092,42.512535,-83.059507,True,ai,corroborated
GARFIELD PUBLIC/PRIVATE LLC,,,,,,,True,,
GARFIELD REFINING CO,3280 S TREMONT AVE,BRONX,NY,10461,40.846741,-73.840788,True,ai,uncorroborated
GARLAND FLOOR,,,,,,,True,,
GARMENT CARE,,,,,,,True,,
GARMIN,1200 E 151ST ST,OLATHE,KS,66062,38.8561425,-94.7998263,True,ai,uncorroborated
GARNETT STATION PARTNERS,,,,,,,True,,
GARRISON SYSTEMS LLC,240 E 74TH ST,NEW YORK,NY,10021,40.7702924,-73.9582736,True,manual,verified
GARSHOFSKY & CO,,,,,,,True,,
GARSON & ASSOCIATES CO LPA,,,,,,,True,,
GARSON JOHNSON LLC,26285 BROADWAY AVE STE A3,OAKWOOD VILLAGE,OH,44146,41.353809787951,-81.493884785822,True,manual,verified
GART PROPERTIES,,,,,,,True,,
GARTENBERG ASSOCIATES,,,,,,,True,,
GARTNER,4500 WESTWAY PARK BLVD,JACKSONVILLE,FL,32224,30.269971,-81.460939,True,ai,uncorroborated
"GARY BAUMAN, DDS PA",,,,,,,True,,
GARY M KRASNA PA,,,,,,,True,,
"GARY OPPER, CPA",1226 JASMINE CIR,WESTON,FL,33326,26.106315564097,-80.375588489801,True,ai,grounded
GASTRO CENTER OF MD,16300 CRABBS BRANCH WAY,ROCKVILLE,MD,20855,39.136974,-77.131801,True,ai,corroborated
GASTRO FLORIDA,,,,,,,True,,
GASTRO ONE,,,,,,,True,,
GASTROENTEROLOGY ASSOCIATES OF WEST FL,2101 W SWANN AVE,TAMPA,FL,33606,27.937444,-82.481543,True,ai,corroborated
GASTROENTEROLOGY CONSULTANTS,,,,,,,True,,
GASTROHEALTH,9500 S DADELAND BLVD STE 200,MIAMI,FL,33156,25.6825199,-80.3168543,True,ai,grounded
GASTROINTESTINAL ALLIANCE,,,,,,,True,,
GATED RENTALS,,,,,,,True,,
GATEHOUSE MANAGEMENT,120 FORBES BLVD STE 180,MANSFIELD,MA,02048,42.0282787,-71.2386477,True,manual,verified
GATESTONE INSTITUTE,1818 N ST NW STE 450,WASHINGTON,DC,20036,38.9069509,-77.0429354,True,ai,uncorroborated
GATOR PARTNERS,,,,,,,True,,
GB ALLEN ASSOCIATES CPAS,,,,,,,True,,
GB DEVELOPMENT,,,,,,,True,,
GB OPER CO,,,,,,,True,,
GBD,100 MONTGOMERY ST STE 800,SAN FRANCISCO,CA,94104,37.7903433,-122.4018704,True,ai,uncorroborated
GBK/COMPASS,,,,,,,True,,
GBMC,6701 NORTHWAY,GLEN BURNIE,MD,21060,39.123355,-76.5996118,True,ai,corroborated
GBRS,,,,,,,True,,
GBX GROUP,2101 SUPERIOR AVE E,CLEVELAND,OH,44114,41.507451,-81.678547,True,ai,corroborated
GC HOUSING DEVELOPMENT,,,,,,,True,,
GCF,18909 NE 29TH AVE,AVENTURA,FL,33180,25.950403,-80.1425782,True,ai,grounded
GCM GROSVENOR,900 N MICHIGAN AVE STE 1100,CHICAGO,IL,60611,41.8996454,-87.6256155,True,ai,grounded
GCM GROSVENOR,767 FIFTH AVE 11TH FLOOR,NEW YORK,NY,10153,40.764198937052,-73.972984640586,False,ai,grounded
GEARSUPPLY DIRECT,302 W 3RD ST STE 200,CINCINNATI,OH,45202,39.0982595,-84.5176087,True,ai,grounded
GEBHARDT & KIEFER,,,,,,,True,,
GEBSCO REALTY CORP,,,,,,,True,,
GEDULD & ASSOCIATES,,,,,,,True,,
GEFFEN ENTERPRISES,5 BRECKENRIDGE LN,SAVANNAH,GA,31411,31.937542,-81.034252,True,ai,grounded
GELCH & ASSOCIATES PA,1155 N FLAGLER DR STE 400,WEST PALM BEACH,FL,33401,26.7228603,-80.0502181,True,ai,corroborated
GELCOR REALTY,20 JAY ST STE 1020,BROOKLYN,NY,11201,40.7040914,-73.9866937,True,ai,uncorroborated
GELLER AND COMPANY,909 THIRD AVE,NEW YORK,NY,10022,40.758870749653,-73.9684495117,True,manual,verified
GELLER LAW FIRM,,,,,,,True,,
GEM REALTY CAPITAL,900 N MICHIGAN AVE 14TH FLOOR,CHICAGO,IL,60611,41.8996454,-87.6256155,True,ai,grounded
GEMINI PROPERTIES,1313 WASHINGTON ST,BOSTON,MA,02118,42.3422441,-71.0685623,True,ai,grounded
GEMSPRING CAPITAL MANGEMENT,,,,,,,True,,
GEN CAP AMERICA,,,,,,,True,,
GENCARE INC,401 2ND AVE S STE 270,SEATTLE,WA,98104,47.5985501,-122.3319798,True,manual,verified
GENEBYGENE,1445 N LOOP WEST STE 760,HOUSTON,TX,77008,29.8075198,-95.4441568,True,manual,verified
GENENTECH,1 DNA WAY,SOUTH SAN FRANCISCO,CA,94080,37.6519057,-122.3901831,True,ai,corroborated
GENENTECH/ROCHE,,,,,,,True,,
GENERAL ATLANTIC,55 E 52ND ST 36TH FLOOR,NEW YORK,NY,10055,40.7127281,-74.0060152,True,ai,corroborated
GENERAL ATOMICS,3550 GENERAL ATOMICS CT,SAN DIEGO,CA,92121,32.894046,-117.234724,True,ai,corroborated
GENERAL INNOVATIONS AND GOODS,,,,,,,True,,
GENERAL MOTORS LLC,300 RENAISSANCE CENTER,DETROIT,MI,48243,42.3288286,-83.0389766,True,ai,corroborated
GENERAL PODIATRIC MEDICINE,,,,,,,True,,
GENERAL ROBOTICS,,,,,,,True,,
GENERATION CAPITAL LLC,520 SEVENTH AVE 12TH FLOOR,NEW YORK,NY,10018,40.753590531793,-73.988816961708,True,ai,grounded
GENERATION III CAPITAL PARTNERS,155 N WACKER DR STE 4250,CHICAGO,IL,60606,41.8848667,-87.6363214,True,ai,uncorroborated
GENERATION Z MARKETING,,,,,,,True,,
GENESES CAPITAL MANAGEMENT,,,,,,,True,,
GENESIS10,950 THIRD AVE 26TH FLOOR,NEW YORK,NY,10022,40.760231166369,-73.96763630302,True,manual,verified
GENESISCARE,1419 SE 8TH TER STE 200,CAPE CORAL,FL,33990,26.637131,-81.943781,True,ai,grounded
GENESYS,2001 JUNIPERO SERRA BLVD,DALY CITY,CA,94014,37.7012904,-122.4701122,True,ai,grounded
GENET PROPERTY GROUP,7071 W COMMERCIAL BLVD,TAMARAC,FL,33319,26.193949504182,-80.244985933401,True,ai,grounded
GENEVA STREET PARTNERS,,,,,,,True,,
GENEVIE HEALTH,131 S DEARBORN ST STE 1000,CHICAGO,IL,60603,41.8798035,-87.6285612,True,ai,uncorroborated
GENNARI ARONSON LLP,111 EIGHTH AVE 13TH FLOOR,NEW YORK,NY,10011,40.740907242657,-74.001767860726,True,ai,uncorroborated
GENOA,8575 GANDER CREEK DR STE 200,MASON,OH,45040,39.350783,-84.313198,True,ai,uncorroborated
GENOVESE JOBLOVE & BATTISTA,494 BROAD ST,NEWARK,NJ,07102,40.7448026,-74.1694098,True,ai,uncorroborated
GENSCRIPT USA INC,860 PENLLYN BLUE BELL PIKE STE 100,BLUE BELL,PA,19422,40.1536063,-75.2656811,True,ai,uncorroborated
GENZ & ASSOCIATES,,,,,,,True,,
GEORGE AND LEESA WEISZ,,,,,,,True,,
GEORGE KAGAN PA,,,,,,,True,,
GEORGE MASON UNIVERSITY,4400 UNIVERSITY DR,FAIRFAX,VA,22030,38.8345539,-77.3152142,True,ai,corroborated
GEORGE SMITH PARTNERS,1900 AVE OF THE STARS STE 250,LOS ANGELES,CA,90067,34.0599711,-118.4169732,True,ai,grounded
GEORGE WASHINGTON UNIVERSITY,2121 I ST NW,WASHINGTON,DC,20052,38.9006121,-77.0470953,True,ai,grounded
GEORGE WASHINGTON UNIVERSITY,2300 EYE ST NW,WASHINGTON,DC,20037,38.892459,-77.053811,False,ai,grounded
GEORGE WASHINGTON UNIVERSITY,2600 VIRGINIA AVE NW THIRD FLOOR,WASHINGTON,DC,20037,38.899652618057,-77.054995326016,False,ai,grounded
GEORGE WASHINGTON UNIVERSITY,400 N CAPITOL ST NW,WASHINGTON,DC,20001,38.895160509743,-77.009133830694,False,ai,grounded
GEORGETOWN INVESTING,,,,,,,True,,
GEORGETOWN UNIVERSITY,3700 O ST NW,WASHINGTON,DC,20057,38.9089393,-77.0745796,True,ai,corroborated
GEORGIA EVE DESIGNS,,,,,,,True,,
GEORGIA HEART INSTITUTE,200 S ENOTA DR NE,GAINESVILLE,GA,30501,34.3033944,-83.8164931,True,ai,corroborated
GEORGIA TECH,N AVE NW AND TECHWOOD DR NW,ATLANTA,GA,30332,33.777618,-84.404348,True,ai,corroborated
GERALD COHEN PA,,,,,,,True,,
GERBER & CO INC,1880 CENTURY PARK EAST STE 200,LOS ANGELES,CA,90067,34.0615539,-118.4145605,True,ai,grounded
GERBLICH MD,,,,,,,True,,
GERCHEN CAPITAL PARTNERS,150 N RIVERSIDE PLAZA STE 4170,CHICAGO,IL,60606,41.8825427,-87.638745,True,ai,grounded
GERMIN8 VENTURES,,,,,,,True,,
GERSON & SCHWARTZ PA,201 S BISCAYNE BLVD STE 1210,MIAMI,FL,33131,25.7722268,-80.1867876,True,ai,corroborated
GESHER DAY SCHOOL,4800 MATTIE MOORE CT,FAIRFAX,VA,22030,38.836401,-77.34482,True,ai,grounded
GEST HOLDING CORP,,,,,,,True,,
GET QIPT,,,,,,,True,,
GETTY IMAGES,,,,,,,True,,
GETZLER HENRICH & ASSOCIATES LLC,330 MADISON AVE STE 815,NEW YORK,NY,10017,40.7530304,-73.9792984,True,ai,corroborated
GEVURTZ MENASHE,ALASKA BUILDING 400 UNIVERSITY AVE STE 200,SEATTLE,WA,98105,47.659861,-122.284977,True,ai,uncorroborated
GFC CAPITAL ADVISORS,,,,,,,True,,
GFI,1359 BROADWAY,NEW YORK,NY,10018,40.7517217,-73.987791,True,ai,corroborated
GFP DEVELOPMENT,,,,,,,True,,
GFP REAL ESTATE,125 PARK AVE,NEW YORK,NY,10017,40.7517892,-73.9774878,True,ai,corroborated
GFX,,,,,,,True,,
GGP,110 N WACKER DR STE 2500,CHICAGO,IL,60606,41.8838459,-87.6374992,True,ai,uncorroborated
GHAM,,,,,,,True,,
GHB CAPITAL LLC,805 WILMOT RD,SCARSDALE,NY,10583,40.9777426,-73.786419,True,ai,grounded
GHC,,,,,,,True,,
GHCA,,,,,,,True,,
GHEYE,,,,,,,True,,
GHITIS COMPANY,2980 NE 207TH ST STE 706,AVENTURA,FL,33180,25.967280331791,-80.142038212832,True,ai,grounded
GHNG,,,,,,,True,,
GHP INVESTMENT ADVISORS INC,1290 BROADWAY STE 1100,DENVER,CO,80203,39.736669597068,-104.987318384861,True,manual,verified
GHR HEALTHCARE,3100 W END AVE STE 500,NASHVILLE,TN,37203,36.141913,-86.81641,True,ai,uncorroborated
GIA ADVISORY,605 THIRD AVE 12TH FLOOR,NEW YORK,NY,10158,40.749012256559,-73.975637953653,True,ai,corroborated
GIAR,,,,,,,True,,
"GIBBONS PC, 1 GATEWAY CTR",ONE GATEWAY CENTER,NEWARK,NJ,07102,40.7351297,-74.167597,True,ai,corroborated
GIBSON,,,,,,,True,,
"GIBSON, DUNN & CRUTCHER LLP",333 S GRAND AVE,LOS ANGELES,CA,90071,34.052746,-118.2519538,True,manual,verified
GIBSONS STEAKHOUSE,2301 N LINCOLN PARK W,CHICAGO,IL,60614,41.9156637,-87.6362977,True,ai,corroborated
GIDEON INFORMATICS INC,8721 SANTA MONICA BLVD STE 234,LOS ANGELES,CA,90069,34.087422368541,-118.380768869001,True,manual,verified
GIFT,,,,,,,True,,
GIFT OF LIFE DONOR PROGRAM,401 N 3RD ST,PHILADELPHIA,PA,19123,39.957568,-75.143979,True,ai,grounded
GILBERT FILMS,190 N CANON DR STE 204,BEVERLY HILLS,CA,90210,34.0677467,-118.3978896,True,manual,verified
GILDAGE,,,,,,,True,,
GILDER GAGNON HOWE,350 FIFTH AVE STE 7413,NEW YORK,NY,10118,40.747848600317,-73.985077152891,True,ai,corroborated
GILEAD SCIENCES,333 LAKESIDE DR,FOSTER CITY,CA,94404,37.568163,-122.283238,True,ai,uncorroborated
GILFIX & LA POLL ASSOCIATES,2300 GENG RD STE 200,PALO ALTO,CA,94303,37.4514125,-122.1216708,True,ai,corroborated
GILFIX ASSOCIATES,,,,,,,True,,
GINA,,,,,,,True,,
GINSBERG ADR GROUP,1925 CENTURY PARK EAST STE 2100,LOS ANGELES,CA,90067,34.056437,-118.41369,True,ai,uncorroborated
GIVE FORWARD FOUNDATION,311 S BEVERLY DR STE 208,BEVERLY HILLS,CA,90212,34.0619443,-118.3991751,True,ai,corroborated
GIVENS GROUP,,,,,,,True,,
GIVNER LAW GROUP,1000 WILSHIRE BLVD STE 700,LOS ANGELES,CA,90017,34.051474,-118.261657,True,ai,uncorroborated
GK MANAGEMENT,,,,,,,True,,
GL HOMES,1000 S PINE ISLAND RD STE 400,PLANTATION,FL,33324,26.1091732,-80.2613892,True,ai,corroborated
GLACIAL CAPITAL GROUP,,,,,,,True,,
GLACIER EQUITIES,801 SECOND AVE STE 2100,SEATTLE,WA,98104,47.603748957855,-122.333943081745,True,ai,uncorroborated
GLADSTONE PLACE PARTNERS,,,,,,,True,,
GLANCY PRONGAY & MURRAY LLP,1925 CENTURY PARK EAST STE 2100,LOS ANGELES,CA,90067,34.056437,-118.41369,True,ai,corroborated
GLASER WEIL ET AL,10250 CONSTELLATION BLVD 19TH FLOOR,LOS ANGELES,CA,90067,34.05705559232,-118.418131970681,True,ai,corroborated
GLASER WEIL LLP,10250 CONSTELLATION BLVD 19TH FLOOR,LOS ANGELES,CA,90067,34.056437,-118.41369,True,ai,grounded
GLASER WEIL LLP,520 NEWPORT CENTER DR STE 420,NEWPORT BEACH,CA,92660,33.615797698486,-117.872253881392,False,ai,grounded
GLASER WEIL LLP,600 W BROADWAY STE 2850,SAN DIEGO,CA,92101,32.715772535207,-117.168347196406,False,ai,grounded
GLASER WEIL LLP,220 MONTGOMERY ST STE 2100,SAN FRANCISCO,CA,94104,37.7912938,-122.4021563,False,ai,grounded
GLASS & GOLDBERG LAW,,,,,,,True,,
GLASS GARDENS INC,244 W PASSAIC ST,ROCHELLE PARK,NJ,07662,40.9148244,-74.0818197,True,ai,corroborated
GLASS GARDENS SHOPRITES,244 W PASSAIC ST,ROCHELLE PARK,NJ,07662,40.9148244,-74.0818197,True,manual,verified
GLASSER AND GLASSER,251 LITTLE FALLS DR,WILMINGTON,DE,19808,39.737615,-75.667057,True,ai,uncorroborated
GLAXOSMITHKLINE,5 MOORE DR,RESEARCH TRIANGLE PARK,NC,27709,35.9354244,-78.8657256,True,ai,corroborated
GLAZER CAPITAL LLC,650 FIFTH AVE 22ND FLOOR,NEW YORK,NY,10019,40.759531945565,-73.976562789215,True,ai,corroborated
GLAZERS BEER AND BEVERAGE,14911 QUORUM DR #200,DALLAS,TX,75254,32.948668470796,-96.8256326673,True,ai,grounded
GLAZERS BEER AND BEVERAGE,1002 S CALLAGHAN RD,SAN ANTONIO,TX,78227,29.425827205596,-98.599553280093,False,ai,grounded
GLAZERS BEER AND BEVERAGE,7801 TRADE CENTER AVE,EL PASO,TX,79912,31.897861144151,-106.578269208175,False,ai,grounded
GLAZERS BEER AND BEVERAGE,2525 TEXAS CENTRAL PKWY,WACO,TX,76712,31.48582493511,-97.181065286361,False,ai,grounded
GLAZERS BEER AND BEVERAGE,421 N PORTLAND AVE,OKLAHOMA CITY,OK,73107,35.469100638236,-97.583403944236,False,ai,grounded
GLAZERS BEER AND BEVERAGE,10367 S 134TH ST,OMAHA,NE,68138,41.156847200869,-96.123509746508,False,ai,grounded
GLE SCRAP METAL,,,,,,,True,,
GLEASON CORPORATION,100 PLEASANT ST,ROCHESTER,NY,14608,43.1595537,-77.6050717,True,ai,grounded
GLEN BURNIE TRANSMISSIONS,,,,,,,True,,
GLEN ROCK PUBLIC SCHOOLS,620 HARRISTOWN RD,GLEN ROCK,NJ,07452,40.956672,-74.12182,True,ai,corroborated
GLEN UNA INVESTMENTS,51 UNIVERSITY AVE STE G,LOS GATOS,CA,95030,37.2237419,-121.9821105,True,manual,verified
GLESBY MARKS,,,,,,,True,,
GLIDE CAPITAL,1314 BEACON ST STE 460,BOSTON,MA,02215,42.3478016,-71.1006995,True,ai,uncorroborated
GLOBAL CAP LTD INC,,,,,,,True,,
GLOBAL CREDIT ADVISORS,440 S LASALLE ST STE 2100,CHICAGO,IL,60605,41.8759345,-87.6322286,True,ai,uncorroborated
GLOBAL EXCESS PARTNERS,300 FRANK W BURR BLVD STE 21,TEANECK,NJ,07666,40.8734797,-74.0067601,True,ai,uncorroborated
GLOBAL EYE CARE,,,,,,,True,,
GLOBAL HOLDINGS,,,,,,,True,,
GLOBAL INDUSTRIAL,11 HARBOR PARK DR,PORT WASHINGTON,NY,11050,40.8089813,-73.6610149,True,ai,grounded
GLOBAL INFRASTRUCTURE PARTNERS,50 HUDSON YARDS,NEW YORK,NY,10001,40.7545193,-74.0001188,True,ai,grounded
GLOBAL PARTNERS,33 KENNEDY MEMORIAL DR,QUINCY,MA,02169,42.240016,-71.015205,True,ai,corroborated
GLOBAL PHOTONICS,7826 PHOTONICS DR,TRINITY,FL,34655,28.1928226,-82.6840998,True,ai,grounded
GLOBAL STEEL DUST,109 N POST OAK LN STE 415,HOUSTON,TX,77024,29.766950579395,-95.457558924757,True,ai,grounded
GLOBAL WEALTH MANAGEMENT,,,,,,,True,,
