employer_name,employer_address,employer_city,employer_state,employer_zip,employer_latitude,employer_longitude,address_source,address_trust
CORNERSTONE RESIDENTIAL MANAGEMENT,"10833 Valley View St, Suite 560",Cypress,CA,90630,33.8062179,-118.0280992,ai,uncorroborated
CORO GROUP,250 Park Avenue South,New York,NY,10003,40.7381944,-73.9880991,ai,uncorroborated
CORONA,,,,,,,,
CORONA BRUSHES INC,63-18 188th Street,Fresh Meadows,NY,11365,40.7354796,-73.7838479,ai,uncorroborated
CORPAC GROUP,"20803 Biscayne Blvd, Suite 502",Aventura,FL,33180,25.9684602,-80.1430903,manual,verified
CORPORATE FINANCE ASSOCIATES,"1300 W Sam Houston Pkwy S, Suite 200",Houston,TX,77042,29.7493541,-95.5584442,ai,uncorroborated
CORPORATE GOVERNANCE PARTNERS INC,"521 Fifth Avenue, Suite 1600",New York,NY,10175,42.9831825,-78.7118828,ai,uncorroborated
CORR CRONIN,"1001 4th Ave, Suite 3900",Seattle,WA,98154,47.6038321,-122.330062,ai,corroborated
CORTEC GROUP,"140 East 45th Street, 43rd Floor",New York,NY,10017,40.7528121,-73.9739556,ai,grounded
CORUM DEVELOPMENT,"50 Milk St, Suite 910",Boston,MA,02109,42.357074,-71.0575972,ai,uncorroborated
CORUS,,,,,,,,
CORUS ORTHODONTISTS,,,,,,,,
COTRONICS CORP,60 Willow Road,Brooklyn,NY,11237,40.6526006,-73.9497211,ai,corroborated
COUNCIL OF STATE GOVERNMENTS - NHCSL,"277 South Washington Street, Suite 200",Alexandria,VA,22314,38.803331,-77.047544,ai,uncorroborated
COUNCIL ON FOREIGN RELATIONS,58 East 68th Street,New York,NY,10065,40.7684347,-73.9662495,ai,uncorroborated
COUNTERPOINT GOVERNMENT RELATIONS,"600 Pennsylvania Ave SE, Suite 400",Washington,DC,20003,38.8856649,-76.9976468,ai,uncorroborated
COUNTERPOINTE SUSTAINABLE ADVISORS,1207 Orange St,Wilmington,DE,19801,39.748034,-75.5478586,ai,uncorroborated
COUNTRY CLUB MALL THEATERS,,,,,,,,
COUNTRYWIDE FINANCIAL,450 N Brand Blvd,Glendale,CA,91203,34.1526952,-118.2545802,ai,uncorroborated
COUNTY OF LOS ANGELES,500 West Temple Street,Los Angeles,CA,90012,34.0568474,-118.2462025,ai,corroborated
COUNTY OF SAN DIEGO,1600 Pacific Highway,San Diego,CA,92101,32.7213951,-117.1720706,ai,corroborated
COURAGEOUS PATHS COUNSELING,,,,,,,,
COURT LIQUORS,,,,,,,,
COURT SUPPORT INC,,,,,,,,
COURTALERT,"141 West 36th Street, 20N",New York,NY,10018,40.7127281,-74.0060152,ai,grounded
COURTSIDE VENTURES,,,,,,,,
COVE HILL PARTNERS,888 Boylston Street Suite 1410,Boston,MA,02199,42.3480424,-71.082783,ai,grounded
COVEE,,,,,,,,
COVER 4,,,,,,,,
COVER FOUR,,,,,,,,
COVETRUS,12 Mountfort St,Portland,ME,04101,43.6620174,-70.2478896,ai,grounded
COVINGTON & BURLING LLP,"One CityCenter, 850 Tenth St NW",Washington,DC,20001,38.8950982,-77.0363849,ai,grounded
"COWAN, LIEBOWITZ & LATMAN PC",114 West 47th Street,New York,NY,10036,40.7581783,-73.9829836,ai,corroborated
COWEN INC,599 Lexington Ave,New York,NY,10022,40.7578542,-73.9707227,ai,corroborated
COX AUTOMOTIVE,6205 Peachtree Dunwoody Road NE,Atlanta,GA,30328,33.7544657,-84.3898151,ai,corroborated
COX COMMUNICATIONS,6205-B Peachtree Dunwoody Road NE,Atlanta,GA,30328,33.7544657,-84.3898151,ai,grounded
COX ENTERPRISES,"6205 Peachtree Dunwoody Road, NE",Atlanta,GA,30328,33.7544657,-84.3898151,ai,corroborated
COZEN OCONNOR,1650 Market Street,Philadelphia,PA,19103,39.9525789,-75.1681341,ai,corroborated
CPC,,,,,,,,
CPF,,,,,,,,
CRACKER BARREL,305 Hartmann Drive,Lebanon,TN,37087,36.2351775,-86.2774013,ai,corroborated
CRAFTWORK INC,"2401 W Stadium Blvd, Suite 2",Ann Arbor,MI,48103,42.2778965,-83.7793473,ai,uncorroborated
CRAFTY,,,,,,,,
"CRAIG H SHERMAN, MD PC",,,,,,,,
CRAIG RISK SERVICES LTD,"1600 West End Avenue, Suite 7A",Nashville,TN,37203,36.1544933,-86.7935648,ai,uncorroborated
CRAIG/IS,"7077 Bonneval Road, Suite 435",Jacksonville,FL,32216,30.2469901,-81.597292,manual,verified
CRANE FOUNDATION AND MSDE,,,,,,,,
CRANE GROUP COMPANY,6000 Westown Parkway,West Des Moines,IA,50266,41.5943616,-93.7914283,ai,uncorroborated
CRATE & BARREL,1250 N Kingsbury Street,Chicago,IL,60642,41.9052928,-87.6495775,ai,uncorroborated
"CRAVATH, SWAINE & MOORE LLP","Worldwide Plaza, 825 Eighth Avenue",New York,NY,10019,40.7127281,-74.0060152,ai,corroborated
CRAWFORD SUPPLY,3715 NW 11th St,Gainesville,FL,32605,29.681105,-82.3358501,ai,corroborated
CRAYHILL CAPITAL MANAGEMENT,"280 Park Avenue, FL 27E",New York,NY,10017,40.7564853,-73.975049,ai,grounded
CRC,,,,,,,,
CREATIVE ARTISTS AGENCY,2000 Avenue of the Stars,Los Angeles,CA,90067,34.0583138,-118.4146758,ai,corroborated
CREATIVE CONSUMER CONCEPTS,,Overland Park,KS,66207,,,,
CREATIVE CONTRACTORS,,,,,,,,
CREATIVE EFFECTS INC,,,,,,,,
CREATIVE PLANNING,5454 W 110th St,Overland Park,KS,66211,38.9294324,-94.648236,ai,grounded
CREDIT AGRICOLE CIB,1301 Avenue of the Americas,New York,NY,10019,40.7618616,-73.9801825,ai,corroborated
CREDIT SUISSE,11 Madison Avenue,New York,NY,10010,40.7415982,-73.9871904,ai,grounded
CREEKSTONE COMPANIES,200 SW Market St,Kansas City,MO,64108,39.100105,-94.5781416,ai,uncorroborated
CREEKSTONE FARMS,3185 Creekstone Drive,Kansas City,MO,64120,39.100105,-94.5781416,ai,uncorroborated
CREIGHTON UNIVERSITY MEDICAL CENTER,601 North 30th Street,Omaha,NE,68131,41.2649292,-95.9567058,ai,corroborated
CRESA,"167 N Green Street, Suite 1301",Chicago,IL,60607,41.8841385,-87.6484851,ai,grounded
CRESCENT GARDEN COMPANY,,MIAMI,FL,33131,,,,
CRESCENT HEIGHTS OF AMERICA,"8433 Wilshire Blvd, 7th Floor",Beverly Hills,CA,90211,34.0650606,-118.3753058,ai,corroborated
CRESCENT REALTY ADVISORS,4840 Andasol Ave,Encino,CA,91316,34.1581449,-118.5118848,ai,grounded
CRESCENT STREET MANAGEMENT,,,,,,,,
CRESCO LABS,"2401 West Big Beaver Road, Suite 200",Troy,MI,48084,42.5615788,-83.1819251,ai,uncorroborated
CRESSET CAPITAL,"444 West Lake Street, Suite 4700",Chicago,IL,60606,41.8861713,-87.6394541,ai,grounded
CRESSON MANAGEMENT USVI LLC,,Saint Thomas,VI,,,,,
CREST OPERATING COMPANY,"1401 Enclave Pkwy, Suite 800",Houston,TX,77077,29.758017,-95.618622,ai,corroborated
CRESTVIEW PARTNERS,"712 Fifth Avenue, 9th Floor",New York,NY,10019,40.7622941,-73.9750754,ai,corroborated
CRF,,,,,,,,
CRICUT,10855 S River Front Pkwy,South Jordan,UT,84095,40.5584882,-111.9367107,manual,verified
CRIMINAL JUSTICE,,,,,,,,
CRITERIA,"1600 S Highway 101, Suite 334",Solana Beach,CA,92075,32.9813934,-117.2691442,ai,uncorroborated
CROKE FAIRCHILD,,,,,,,,
CROKE FAIRCHILD DUARTE & BERES,,,,,,,,
CROMWELL GROUP,,,,,,,,
CROMWELL LEATHER,,,,,,,,
CRONIN AUTO,26875 N Dixie Hwy,Perrysburg,OH,43551,41.5571178,-83.6279321,ai,uncorroborated
CROOKED MONKEY,8220 River Quarry Place,Bethesda,MD,20817,38.9930061,-77.159958,ai,grounded
CROSS KEYS CAPITAL MW,,,,,,,,
CROSS RIVER PICTURES,"511 West 25th Street, Suite 403",New York,NY,10001,40.7495167,-74.0038673,ai,uncorroborated
CROSS SHORE CAPITAL MANAGEMENT,,,,,,,,
CROSSCOUNTRY MORTGAGE,"1 International Place, Suite 600",Boston,MA,02110,42.3557866,-71.0521134,ai,uncorroborated
CROSSLAND LLC,,,,,,,,
CROSSOVER HEALTH,"2601 Mission St., Suite 300",San Francisco,CA,94110,37.7552799,-122.4182951,ai,uncorroborated
CROW HOLDINGS,"200 Crescent Court, Suite 700",Dallas,TX,75201,32.7936093,-96.8039036,ai,corroborated
CROWDSTRIKE,"1344 Treat Avenue, Suite 400",San Francisco,CA,94110,37.7509326,-122.4128578,ai,corroborated
CROWELL & MORING LLP,1001 Pennsylvania Avenue NW,Washington,DC,20004,38.8954637,-77.0264855,ai,corroborated
CROWN ACQUISITIONS INC,"2 Jericho Plaza, Suite 309",Jericho,NY,11753,40.7851038,-73.5495907,ai,corroborated
CROWN ASSOCIATES REALTY,,,,,,,,
CROWN COUNSELING,,,,,,,,
CROWNE PARTNERS INC,"100 Grandview Pl, Suite 420",Birmingham,AL,35243,33.5206824,-86.8024326,manual,verified
CRS,,,,,,,,
CRT MANAGEMENT,,,,,,,,
CRUCIAL HIRE,,,,,,,,
CRUISER CAPITAL ADVISORS,"243 Tresser Blvd, 17th Floor",Stamford,CT,06901,41.050736,-73.53792,ai,grounded
CRYE LEIKE,"545 N. Broadway, Suite 200",Lebanon,TN,37087,36.2079779,-86.2910945,ai,corroborated
CRYSTAL ASSOCIATES,"777 S Figueroa St, Suite 4050",Los Angeles,CA,90017,34.0483799,-118.2609106,ai,uncorroborated
CRYSTAL BEACH ADVENTURES,,,,,,,,
CRYSTAL PLAZA GROUP,305 W Northfield Rd,Livingston,NJ,07039,40.790336,-74.3368164,ai,corroborated
CSC PROPERTIES,"5795 Ulmerton Road, Suite 200",Clearwater,FL,33760,27.9658533,-82.8001026,ai,grounded
CSG LAW,105 Eisenhower Parkway,Roseland,NJ,07068,40.8275321,-74.3196001,ai,grounded
CSI,,,,,,,,
CSL SERVICES,"150 N Michigan Ave, Suite 800",Chicago,IL,60601,41.8846348,-87.6249873,ai,uncorroborated
CSMC MORTGAGE CORPORATION,"1860 S Bascom Ave, Suite 215",Campbell,CA,95008,37.2898351,-121.9312709,ai,corroborated
CSMG,,,,,,,,
CSMS LLC,,,,,,,,
CSR PRIVACY SOLUTIONS,830 NE Pop Tilton Place,Jensen Beach,FL,34957,27.2238654,-80.2417011,manual,verified
CSSS LLC,,,,,,,,
CSX CORPORATION,500 Water Street,Jacksonville,FL,32202,30.3245086,-81.6641398,ai,uncorroborated
CT GREEN BANK,"55 Trumbull Street, 3rd Floor",Hartford,CT,06103,41.7654624,-72.676828,ai,uncorroborated
CT MANAGEMENT,,,,,,,,
CTB ADVISORY LLC,,,,,,,,
CTCA,,,,,,,,
CTR MANAGEMENT INC,,,,,,,,
CUDDY & FEDER LLP,"1340 Avenue of the Americas, 28th Floor",New York,NY,10105,40.762567,-73.9783512,ai,corroborated
CUDLIE ACCESSORIES LLC,,,,,,,,
CULTURAL STRATEGIES,,,,,,,,
CUMMING GROUP,"151 West 42nd Street, 12th Floor",New York,NY,10036,40.7554036,-73.9852254,ai,grounded
CUNEO GILBERT & LADUCA LLP,"7733 Forsyth Boulevard, Suite 1675",Saint Louis,MO,63105,38.6503629,-90.3356508,ai,uncorroborated
CUNY,365 Fifth Avenue,New York,NY,10016,40.9163902,-73.807268,ai,corroborated
CUPIXEL LTD,,,,,,,,
CURALEAF,"15 Farm Springs Road, Suite 200",Farmington,CT,06032,41.7198216,-72.8320435,ai,uncorroborated
CURB GARDNER CREATIVE GROUP,,,,,,,,
CURIO WELLNESS,10 Wight Ave,Cockeysville,MD,21030,39.4897875,-76.6481231,ai,corroborated
CUSHMAN & WAKEFIELD,"225 West Wacker Drive, Suite 3000",Chicago,IL,60606,41.8862507,-87.6350904,ai,grounded
CUSM,,,,,,,,
CUSTOM DOOR SHOP,4600 W 160th St,Cleveland,OH,44135,41.4298059,-81.81222,ai,uncorroborated
CUSTOM HOLDING INC,,,,,,,,
CUSTOM OUTFITTERS / BSN SPORTS,7211 W. 129th Street,Overland Park,KS,66213,38.8954874,-94.6680978,ai,uncorroborated
CUSTOM PROGRAMMING RESOURCES,,,,,,,,
CUTLER CAPITAL MANAGEMENT,"306 Main St, Suite 400",Worcester,MA,01608,42.2661225,-71.8015241,ai,corroborated
CUTLER MANAGEMENT CORP,43 Harvard Street,Worcester,MA,01609,42.2704181,-71.802331,ai,grounded
CVENTURES,,LOS ANGELES,CA,90001,,,,
CVP,,,,,,,,
CVS CAREMARK,One CVS Drive,Woonsocket,RI,02895,41.9919663,-71.4770385,ai,uncorroborated
CVSHEALTH,1 CVS Drive,Woonsocket,RI,02895,41.9907288,-71.4773244,ai,uncorroborated
CWC,,,,,,,,
CYBERARK,19 King St,Newton,MA,02458,42.350909,-71.245481,ai,corroborated
CYBERHAVEN,345 California Avenue,Palo Alto,CA,94306,37.4268564,-122.1442638,ai,grounded
CYBREXA,"6 Liberty Square, 2nd Floor",Boston,MA,02109,42.3580751,-71.0552551,ai,corroborated
CYDCOR,29899 Agoura Rd,Agoura Hills,CA,91301,34.1451739,-118.7790534,ai,corroborated
CYMBAL DLT,,,,,,,,
CYPRESS EQUITY INVESTMENTS,"12121 Wilshire Blvd, Suite 801",Los Angeles,CA,90025,34.0440837,-118.467955,ai,grounded
CYRULI SHANKS,,,,,,,,
D VASQUEZ LAW,,,,,,,,
D&H,350 Highland Drive,Camp Hill,PA,17011,40.2398118,-76.9199742,ai,grounded
DACHS EMPLOYER LLC,,,,,,,,
DAIMLER TRUCK NA,"455 N Cityfront Plaza Dr, Suite 600",Chicago,IL,60611,41.8897262,-87.6212705,ai,uncorroborated
DAKOTA ENTERPRISES,,,,,,,,
DAKOTA POWER PARTNERS,,,,,,,,
DALET,"88 Pine Street, 8th Floor",New York,NY,10005,40.7056848,-74.0060818,ai,grounded
DALTON & FINEGOLD,,,,,,,,
DALTON INVESTMENTS LLC,,,,,,,,
DAMOL INNOVATION LLC,,,,,,,,
DAMSKY PAPER CO,,,,,,,,
DAN ALPERT MD,,,,,,,,
DAN KELLY PRODUCTIONS,,,,,,,,
DAN M. KAHEN DO APC,,,,,,,,
DANA-FARBER CANCER INSTITUTE,450 Brookline Ave,Boston,MA,02215,42.3375681,-71.1078696,ai,corroborated
DANALEX INC,"1200 G Street NW, Suite 800",Washington,DC,20005,38.89814,-77.0282319,ai,uncorroborated
DANBAR,"1401 Broadway, 27th Floor",New York,NY,10018,40.753032,-73.987378,ai,corroborated
"DANIEL B HEYMAN, CPA APC",,,,,,,,
DANIEL JAY COSGROVE MD INC,,,,,,,,
DANKMEYER,"825 N Hammonds Ferry Rd, Suite D",Linthicum Heights,MD,21090,39.2174324,-76.663564,ai,grounded
DANLY,500 Progress Road,Dayton,OH,45449,39.7589478,-84.1916069,ai,grounded
DANNING GILL ISRAEL AND KRASNOFF LLP,"1901 Avenue of the Stars, Suite 1900",Los Angeles,CA,90067,34.0595286,-118.4176184,ai,corroborated
DANTO INVESTMENT CO,"1700 Stutz Dr, Suite 25",Troy,MI,48084,42.5489384,-83.1781785,manual,verified
DANZIGER DELLANO,"440 Louisiana St, Suite 1212",Houston,TX,77002,29.7626162,-95.3645783,manual,verified
DARE TO DREAM AVIATION,,,,,,,,
DAROMA RESTAURANT EQUIPMENT CORP,150 W 28TH ST,New York,NY,10001,40.7467748,-73.9928099,ai,corroborated
DARSANA CAPITAL PARTNERS LP,"40 West 57th Street, 22nd Floor",New York,NY,10019,40.7635878,-73.9759916,ai,grounded
DARTMOUTH,6201 Main Street,Hanover,NH,03755,43.7004794,-72.2895003,ai,uncorroborated
DARTMOUTH COLLEGE,"6134 McNutt Hall, 6208 Main Street",Hanover,NH,03755,43.7023545,-72.2892164,ai,uncorroborated
DARVISH INTERIORS,,,,,,,,
DATA,,,,,,,,
DATA CONCEPTS,,,,,,,,
DATA SPARK SECURITY CONSULTING,,,,,,,,
DATA.WORLD,"701 Brazos St., Suite 519",Austin,TX,78701,30.268971,-97.7406286,ai,grounded
DATAIKU,"902 Broadway, 8th Floor",New York,NY,10010,40.7393401,-73.9893929,ai,grounded
DATEL SOLUTIONS,"6001 Bollinger Canyon Rd, Suite 100",San Ramon,CA,94583,37.7583351,-121.9594581,ai,uncorroborated
"DAUGHERTY, KUPERMAN, GOLDEN & MOREH",,,,,,,,
DAUM,312 West 4th Street,Loveland,CO,80537,40.3954446,-105.0796309,ai,uncorroborated
DAVE PERRY MILLER REAL ESTATE,"12770 Coit Road, Suite 100",Dallas,TX,75251,32.9216608,-96.7682931,ai,corroborated
"DAVID DANIEL, M.D. PC",,,,,,,,
DAVID F. JAFFE MD PA,,,,,,,,
DAVID HIRSON & PARTNERS LLP,"1122 Broadway, Suite 900",New York,NY,10010,40.7431141,-73.9889848,ai,uncorroborated
DAVID LERNER ASSOCIATES,,,,,,,,
"DAVID M SCHWARTZ, ESQ",,,,,,,,
DAVID MARK RUDNICK M.D,,,,,,,,
DAVID PLOTKIN,,,,,,,,
DAVID S. BROWN ENT. LTD,,,,,,,,
DAVID SCHWARTZWALD MDPA SFLSS,,,,,,,,
DAVID SCHWARZ ARCHITECTS,"75 N Broadway, Suite 3",White Plains,NY,10601,41.0391624,-73.766921,ai,uncorroborated
DAVID SHAPIRO LAW PLLC,"1225 19th Street NW, Suite 320",Washington,DC,20036,38.9066528,-77.0430677,ai,uncorroborated
"DAVID STEIN, ESQ",,,,,,,,
DAVID ZWIRNER GALLERY,525 West 19th Street,New York,NY,10011,40.745807,-74.0070327,ai,corroborated
DAVIDON CORP,1600 S Main St Ste 150,Walnut Creek,CA,94596,37.8890508,-122.0558777,ai,grounded
DAVIDON HOMES,"1600 South Main Street, Suite 150",Walnut Creek,CA,94596,37.8890508,-122.0558777,ai,grounded
DAVIDOVICH LAW,"6442 Coldwater Canyon Avenue, Suite 209",North Hollywood,CA,91606,34.1941767,-118.4138004,ai,grounded
DAVIDSON KEMPER CAPITAL MANAGEMENT,520 Madison Ave,New York,NY,10022,40.7602214,-73.9744253,ai,corroborated
DAVIDSON KEMPNER,"520 Madison Avenue, 25th Floor",New York,NY,10022,40.7602214,-73.9744253,ai,corroborated
DAVIES WARD,900 Third Avenue,New York,NY,10022,40.8088444,-73.9303577,manual,verified
DAVIS GILBERT LLP,950 Third Avenue,New York,NY,10022,40.8088444,-73.9303577,ai,corroborated
DAVIS POLK & WARDWELL LLP,450 Lexington Avenue,New York,NY,10017,40.7532602,-73.9754403,manual,verified
DAVIS REALTY,,,,,,,,
DAVIS WRIGHT TREMAINE,"920 Fifth Avenue, Suite 3300",Seattle,WA,98104,47.6038321,-122.330062,ai,grounded
"DAVIS, CEDILLO & MENDOZA INC","2500 Broadway, Suite 1000",Santa Monica,CA,90404,34.0307217,-118.4741142,ai,uncorroborated
"DAVIS, STURGES & TOMLINSON PLLC",,,,,,,,
DAVISPOSTERARO AND WASSERMD'S,,,,,,,,
DAWN HOMES,,,,,,,,
DAWS DENTAL,,,,,,,,
DAY & NITE,,,,,,,,
DAY GROUP,,,,,,,,
DAYAH CAPITAL,,,,,,,,
DAYAN INVESTMENTS LLC,,,,,,,,
DAYGLO VENTURES LLC,,,,,,,,
DAYTON CHILDRENS,One Children's Plaza,Dayton,OH,45404,39.7589478,-84.1916069,ai,corroborated
DAYTON STREET PARTNERS,"100 Montgomery St, Ste 2500",San Francisco,CA,94104,37.7903433,-122.4018704,ai,uncorroborated
DAYTONA STREET CAPITAL,,,,,,,,
DBA: RACHEL GOLDHAMER,,,,,,,,
DBK MD PHD,10102 Empyrean Way #302,Los Angeles,CA,90067,34.0541453,-118.4087014,ai,uncorroborated
DC CRUISES LLC,,,,,,,,
DC DENTAL,,,,,,,,
DC OF GA,,,,,,,,
DCI,,,,,,,,
DCP MIDSTREAM,"370 17th Street, Suite 2500",Denver,CO,80202,39.7434959,-104.9886472,ai,corroborated
DCPS,1200 First St NE,Washington,DC,20002,38.9042275,-77.0058862,ai,grounded
DCR FAMILY LIMITED PARTNERSHIP LLLP,,,,,,,,
DCS,,,,,,,,
DDG,325 Hudson Street,New York,NY,10013,40.7268469,-74.0075795,ai,uncorroborated
DDR,"3300 Enterprise Parkway, Suite 500",Beachwood,OH,44122,41.4694994,-81.4947758,ai,uncorroborated
DE RITO PARTNERS INC,101 Montgomery St,San Francisco,CA,94104,37.7902982,-122.4024772,ai,uncorroborated
DE SHAW,"One 44th Street (DE Shaw Tower), New York University campus area",New York,NY,10010,40.7127281,-74.0060152,ai,corroborated
DEALERDIRECT LLC,,,,,,,,
DEAN ROAD REALTY TRUST,,,,,,,,
DEATH WITH DIGNITY,"207 SE Grand Ave, Suite 417",Portland,OR,97214,45.5213495,-122.6608332,ai,uncorroborated
DEBEVOISE,919 Third Avenue,New York,NY,10022,40.7588917,-73.9674682,ai,uncorroborated
"DEBORAH GATES, JD, LLM ATTORNEY AT LAW",,,,,,,,
DEBORAH SILVER ENTERTAINMENT,,,,,,,,
DECHERT LLP,"Cira Centre, 2929 Arch Street",Philadelphia,PA,19104,39.9572797,-75.1824563,ai,corroborated
DECIPHER,,,,,,,,
DECISION TACTICAL LLC,,,,,,,,
DECKO DESIGNS INC,,,,,,,,
DECON WORLDWIDE,"70 Linden Oaks, Suite 200",Malvern,PA,19355,40.036202,-75.5138959,ai,uncorroborated
DECRON PROPERTIES,6222 Wilshire Blvd Ste 400,Los Angeles,CA,90048,34.0630768,-118.3643384,ai,grounded
DEEL,"300 Brannan Street, Suite 202",San Francisco,CA,94107,37.78183,-122.3925687,ai,grounded
DEEP TRACK CAPITAL,200 Greenwich Avenue,Greenwich,CT,06830,41.0273954,-73.6264304,manual,verified
DEERFIELD MANAGEMENT,"780 Third Avenue, 37th Floor",New York,NY,10017,40.7127281,-74.0060152,ai,uncorroborated
DEFINED ADVANTAGE,,,,,,,,
DEFY DESSERTS LLC,,,,,,,,
DEGEN PAPER PRODUCTS INC,,,,,,,,
DEKALB COUNTY,1300 Commerce Drive,Decatur,GA,30030,33.7742549,-84.2994041,ai,corroborated
DEKEL CAPITAL,,,,,,,,
DELANO MEDICAL CENTER,1401 11th Ave,Delano,CA,93215,35.771521,-119.239229,ai,corroborated
DELIGHT RESTAURANT GROUP,,,,,,,,
DELL,One Dell Way,Round Rock,TX,78682,30.4868577,-97.6668546,ai,grounded
DELMAN & COMPANY CPAS,,,,,,,,
DELMAN ADVISORS,,,,,,,,
DELMAR GARDENS ENTERPRISES,14805 N Outer 40 Rd Suite 300,Chesterfield,MO,63017,38.6581764,-90.5680617,ai,grounded
DELOITTE,"30 Rockefeller Plaza, 41st Floor",New York,NY,10112,40.7591232,-73.979556,ai,grounded
DELOITTE & TOUCHE LLP,30 Rockefeller Plaza,New York,NY,10112,40.7591232,-73.979556,ai,corroborated
DELOITTE CONSULTING,1633 Broadway,New York,NY,10019,40.762093,-73.9846559,ai,uncorroborated
DELOITTE TAX LLP,30 Rockefeller Plaza,New York,NY,10112,40.7591232,-73.979556,ai,grounded
DELOS CAPITAL,,,,,,,,
DELOS HOLDINGS LLC,501 2nd Street,Miami Beach,FL,33139,25.7711613,-80.1351898,ai,grounded
DELPHI,5725 Delphi Drive,Troy,MI,48098,42.6055893,-83.1499304,ai,grounded
DELTA,1030 Delta Boulevard,Atlanta,GA,30354,33.6581071,-84.422993,ai,uncorroborated
DELTA AIRLINES,1030 Delta Boulevard,Atlanta,GA,30354,33.6581071,-84.422993,ai,uncorroborated
DELTA CHILDRENS,114 W 26th St,New York,NY,10001,40.7449805,-73.9923808,ai,corroborated
DELTA ENTERPRISE CORP,114 W 26th St,New York,NY,10001,40.7449805,-73.9923808,ai,corroborated
DELTA GALI,,,,,,,,
DELTA SALLE ACADEMY,,,,,,,,
DEM,,,,,,,,
DEMAND CHAIN,,,,,,,,
DEMOCRACY ENGINE LLC,2125 14th St NW #101W,Washington,DC,20009,38.918586,-77.0316234,ai,grounded
DEN,,,,,,,,
DENALI BRANDS INC,4 Andover Country Club Lane,Andover,MA,01810,42.6680156,-71.1715662,ai,grounded
DENLEA & CARTON LLP,"1001 19th Street NW, Suite 600",Washington,DC,20036,38.902647,-77.043355,ai,uncorroborated
DENOVO DIGITAL,"2101 Webster Street, Suite 310",Oakland,CA,94612,37.8044557,-122.271356,ai,corroborated
DENOVO SOLUTIONS,"11 W 19th St, 6th Floor",New York,NY,10011,40.7396106,-73.9923652,ai,uncorroborated
DENTAL ARTS OF MINNEAPOLIS,4316 Nicollet Ave S,Minneapolis,MN,55409,44.9246927,-93.278047,ai,corroborated
DENTAL CARE GROUP,,,,,,,,
DENTAL DREAMS LLC,,,,,,,,
DENTAL IMPLANTS AND PERIODONTAL HEALTH OF ROCHESTER,,,,,,,,
DENTAL OFFICE,,,,,,,,
DENTONS,1221 Avenue of the Americas,New York,NY,10020,40.7595136,-73.9825069,ai,grounded
DENVER COUNSELING SERVICE,"501 E 17th Ave, Suite 255",Denver,CO,80203,39.7434634,-104.9808091,ai,corroborated
DENVER DA'S OFFICE,"201 W Colfax Ave, Dept. 801",Denver,CO,80202,39.7392364,-104.984862,ai,corroborated
DENVER FOLKLORE CENTER,1899 16th St Mall,Denver,CO,80202,39.7495421,-104.997857,ai,corroborated
DEPARTMENT OF CONSUMER AFFAIRS,42 Broadway,New York,NY,10004,40.7052717,-74.0139203,ai,uncorroborated
DEPARTMENT OF HUMAN SERVICES,200 Independence Ave SW,Washington,DC,20201,38.8866298,-77.0143854,ai,uncorroborated
DEPARTMENT OF JUSTICE,950 Pennsylvania Ave NW,Washington,DC,20530,38.893208,-77.025601,ai,corroborated
"DEPARTMENT OF STATE, RET",2201 C St NW,Washington,DC,20520,38.8945036,-77.048475,ai,corroborated
DEPARTMENT OF THE ARMY - WHITE SANDS MISSILE RANGE,White Sands Missile Range,White Sands Missile Range,NM,88002,32.3852029,-106.4917289,manual,verified
DEPT OF ARMY,101 Army Pentagon,Washington,DC,20310,38.8950982,-77.0363849,ai,grounded
DEPT OF VETERANS AFFAIRS,810 Vermont Ave NW,Washington,DC,20420,38.9007688,-77.03521,ai,grounded
DEREK SMITH LAW GROUP PLLC,"1835 Market Street, 6th Floor",Philadelphia,PA,19103,39.9537066,-75.1711096,ai,corroborated
DERM INSTITUTE OF CHICAGO,360 N Green St,Chicago,IL,60607,41.8886972,-87.6493123,ai,corroborated
DERMATOLOGISTS OF CENTRAL STATES,"9987 Carver Road, Suite 250",Blue Ash,OH,45242,39.2434996,-84.3859941,ai,grounded
DERMATOLOGY ASSOCIATES OF THE BAY AREA,"4400 Redwood Highway, Suite 100",San Rafael,CA,94903,38.018631,-122.539168,ai,corroborated
DERMATOLOGY OF SEATTLE AND BELLEVUE,"600 Broadway E, Suite 200",Seattle,WA,98102,47.6243993,-122.3203331,ai,corroborated
DERMCARE,"4000 Hollywood Boulevard, Suite 215-S",Hollywood,FL,33021,26.0105598,-80.1836114,ai,grounded
DERMIC,,,,,,,,
"DERN CAPITAL, PHOEB-X",,,,,,,,
DESERT CARDIOLOGY,"12801 N 103rd Ave, Suite 102",Sun City,AZ,85351,33.6207867,-112.2718966,ai,uncorroborated
DESERT ORTHOPAEDIC CENTER,"2800 East Desert Inn Road, Suite 100",Las Vegas,NV,89121,36.1298678,-115.1119341,ai,grounded
DESIGN CONCEPTS,273 Closter Dock Rd Ste 1,Closter,NJ,07624,40.9731536,-73.9615262,ai,grounded
DESIGN PROJECTS,,,,,,,,
DESMARAIS LLP,,,,,,,,
DESRI,1166 Avenue of the Americas,New York,NY,10036,40.7568778,-73.9820036,ai,corroborated
DESTINATION COLLEGE,,,,,,,,
